FILENAME,SLEEQ_DMOS,BANDING_DMOS,NOISE_DMOS,WIDTH,HEIGHT,SPATIAL_COMPLEXITY,TEMPORAL_COMPLEXITY,CHUNK_COMPLEXITY_VARIATION,COLOR_COMPLEXITY
NewsClip_360P-5752,0.033,0.095,0,480,360,2.342,0.21600000000000003,9.722999999999999,0.303
NewsClip_360P-5bcc,0.14800000000000002,0.09699999999999999,0.268,480,360,1.07,0.151,5.1610000000000005,0.142
NewsClip_360P-5f3b,0.152,0.109,0.19,480,360,1.226,0.45399999999999996,2.535,0.451
NewsClip_360P-66ae,0.126,0.3,0.159,480,360,1.831,0.08800000000000001,6.699,0.264
NewsClip_360P-67ce,0.057999999999999996,0.094,0.069,640,360,1.246,0.193,1.08,0.225
NewsClip_360P-7a96,0.067,0.14800000000000002,0.176,480,360,1.224,0.35,8.592,0.275
NewsClip_480P-0269,0.04,0.11699999999999999,0.267,720,480,0.9990000000000001,0.615,3.3960000000000004,0.275
NewsClip_480P-0ce5,0.017,0.094,0.174,720,480,1.246,0.3,1.22,0.5489999999999999
NewsClip_480P-15fa,0.003,0.1,[NULL],640,480,2.593,0.233,10.042,0.182
NewsClip_480P-2407,0.001,0.094,[NULL],640,480,2.138,0.825,1.714,0.445
NewsClip_480P-2642,0.10400000000000001,0.19699999999999998,0.179,600,480,0.71,0.247,0.742,0.096
NewsClip_480P-28eb,0.10400000000000001,0.102,0.279,728,480,0.838,0.242,0.575,0.447
NewsClip_480P-2b9b,0.055,0.105,0.176,640,480,1.291,0.6409999999999999,9.867,0.5429999999999999
NewsClip_480P-2ba7,0.094,0.095,0.15,640,480,1.158,0.46799999999999997,2.6839999999999997,0.555
NewsClip_480P-31bd,0.0,0.094,0,854,480,0.78,0.04,0.392,0.46399999999999997
NewsClip_480P-3672,0.0,0.094,0.13,640,480,2.845,0.16399999999999998,7.651,0.183
NewsClip_480P-36d0,0.052000000000000005,0.094,0.109,640,480,1.916,0.16,4.9239999999999995,0.18100000000000002
NewsClip_480P-4072,0.11699999999999999,0.187,0.123,600,480,0.6859999999999999,0.257,0.66,0.096
NewsClip_480P-41b1,0.025,0.096,0,854,480,0.934,0.177,4.845,0.192
NewsClip_480P-437c,0.11199999999999999,0.094,0.189,720,480,2.3609999999999998,0.467,4.98,0.41200000000000003
NewsClip_480P-49c9,0.03,0.1,0.084,640,480,1.7930000000000001,0.226,9.687000000000001,0.175
NewsClip_480P-4a9f,0.114,0.105,0.208,720,480,1.285,0.473,4.305,0.32299999999999995
NewsClip_480P-4e77,0.031,0.171,0.006,854,480,1.32,0.21100000000000002,7.775,0.365
NewsClip_480P-543f,0.191,0.141,0.12,856,480,0.937,0.298,3.37,0.51
NewsClip_480P-5a3b,0.20600000000000002,0.094,0.195,640,480,0.9670000000000001,0.475,3.463,0.026000000000000002
NewsClip_480P-5e7f,0.066,0.09699999999999999,0.142,640,480,1.883,0.106,0.72,0.087
NewsClip_480P-606e,0.218,0.204,0.112,856,480,0.902,0.262,3.87,0.63
NewsClip_480P-6615,0.077,0.128,0.001,854,480,0.877,0.153,3.36,0.506
NewsClip_480P-696e,0.162,0.141,0.112,640,480,1.244,0.139,2.98,0.136
NewsClip_480P-6bfa,0.138,0.128,0.124,640,480,1.8619999999999999,0.503,9.337,0.262
NewsClip_480P-7232,0.064,0.094,0.132,856,480,2.045,0.262,2.641,0.292
NewsClip_480P-72b8,0.044000000000000004,0.175,0.155,640,480,1.649,0.317,5.757999999999999,0.20800000000000002
NewsClip_480P-7a0d,0.077,0.094,0.013,640,480,2.201,0.19399999999999998,1.011,0.168
NewsClip_720P-04ba,0.22899999999999998,0.10099999999999999,0.138,1280,720,0.86,0.281,1.8730000000000002,0.079
NewsClip_720P-0c81,0.057,0.096,0.067,1280,720,1.7990000000000002,0.076,0.62,0.17800000000000002
NewsClip_720P-1971,0.047,0.095,0.138,1280,720,1.7180000000000002,0.498,7.472,0.34299999999999997
NewsClip_720P-2182,0.001,0.094,0,1280,720,2.9139999999999997,0.486,3.219,0.349
NewsClip_720P-23e0,0.021,0.094,0,1280,720,2.481,0.28,5.277,0.14400000000000002
NewsClip_720P-2882,0.034,0.094,0.159,1280,720,1.045,0.469,2.964,0.426
NewsClip_720P-35d9,0.24600000000000002,0.20199999999999999,0.131,1280,720,0.319,0.29100000000000004,0.732,0.033
NewsClip_720P-37f7,0.04,0.172,0,1280,720,0.9890000000000001,0.294,5.926,0.258
NewsClip_720P-4603,0.006999999999999999,0.121,0,1280,720,0.929,0.14300000000000002,1.199,0.303
NewsClip_720P-4e87,0.063,0.094,0.111,1280,720,1.127,0.46799999999999997,7.242999999999999,0.627
NewsClip_720P-5564,0.012,0.128,0,1280,720,1.489,0.196,7.392,0.259
NewsClip_720P-5787,0.07400000000000001,0.094,0.134,1280,720,0.9279999999999999,0.467,6.622000000000001,0.461
NewsClip_720P-579b,0.005,0.11,0.101,1280,720,1.47,0.47200000000000003,4.617,0.273
NewsClip_720P-5d89,0.032,0.115,0.165,1280,720,0.795,0.27899999999999997,3.534,0.48100000000000004
NewsClip_720P-6016,0.006999999999999999,0.17800000000000002,0.03,1280,720,1.83,0.159,3.463,0.18
NewsClip_720P-6106,0.009000000000000001,0.094,0.091,1280,720,1.976,0.486,5.797000000000001,0.147
NewsClip_720P-672c,0.046,0.1,0.141,1280,720,0.9490000000000001,0.484,7.456,0.444
NewsClip_720P-6a19,0.182,0.09699999999999999,0.144,1280,720,0.852,0.168,3.7319999999999998,0.14300000000000002
NewsClip_720P-6aa6,0.040999999999999995,0.094,0.047,1280,720,1.609,0.046,0.43799999999999994,0.396
NewsClip_720P-6cde,0.009000000000000001,0.094,0.13,1280,720,2.053,0.158,1.8359999999999999,0.478
NewsClip_720P-72d2,0.046,0.16699999999999998,0.174,1280,720,1.51,0.322,9.788,0.182
NewsClip_720P-7345,0.002,0.094,0,1280,720,2.267,0.225,1.6340000000000001,0.141
NewsClip_720P-739b,0.059000000000000004,0.094,0.43,1280,720,1.129,0.42,0.322,0.693
NewsClip_720P-7745,0.055,0.099,0.14,1280,720,0.637,0.35100000000000003,1.868,0.466
NewsClip_720P-7b7e,0.012,0.094,0.146,1280,720,2.0540000000000003,0.307,0.515,0.46399999999999997
NewsClip_720P-7b97,0.39399999999999996,0.122,0.013,1280,720,0.451,0.3,0.643,0.054000000000000006
NewsClip_720P-7c67,0.026000000000000002,0.11,0.076,1280,720,0.9840000000000001,0.067,3.542,0.18
NewsClip_720P-7e56,0.015,0.094,0.137,1280,720,0.991,0.026000000000000002,0.581,0.111
Sports_1080P-0063,0.16899999999999998,0.094,0,1920,1080,3.185,0.5379999999999999,10.673,0.098
Sports_1080P-0640,0.069,0.094,0.216,1920,1080,1.129,0.645,2.562,0.5329999999999999
Sports_1080P-08e1,0.021,0.09699999999999999,0,1920,1080,2.066,0.374,11.307,0.198
Sports_1080P-0d0c,0.0,0.094,[NULL],1920,1080,3.04,0.182,1.405,0.424
Sports_1080P-15d1,0.0,0.094,0.184,1920,1080,2.512,0.18899999999999997,0.623,0.212
Sports_1080P-19d8,0.07200000000000001,0.322,0.122,1920,1080,1.037,0.10400000000000001,0.027999999999999997,0.191
Sports_1080P-1ae3,0.428,0.094,0.232,1440,1080,2.557,0.45399999999999996,6.506,0.299
Sports_1080P-1bf7,0.059000000000000004,0.10400000000000001,0.094,1920,1080,2.154,0.209,5.157,0.08800000000000001
Sports_1080P-1d78,0.606,0.094,0.097,1920,1080,2.7539999999999996,0.662,5.746,0.185
Sports_1080P-241e,0.027000000000000003,0.094,0.141,1920,1080,2.521,0.19899999999999998,5.166,0.16399999999999998
Sports_1080P-2524,0.002,0.094,0,1920,1080,1.561,0.2,0.672,0.121
Sports_1080P-28a6,0.0,0.094,0.119,1920,1080,1.239,0.138,0.146,0.13
Sports_1080P-2a21,0.07,0.094,0.131,1920,1080,0.857,0.515,5.412999999999999,0.275
Sports_1080P-3a3b,0.384,0.094,0,1440,1080,1.8259999999999998,0.742,4.223,0.046
Sports_1080P-3db7,0.07400000000000001,0.094,0.142,1440,1080,1.3719999999999999,0.308,2.4090000000000003,0.311
Sports_1080P-3eb0,0.14300000000000002,0.165,0,1920,1080,0.364,0.5760000000000001,1.008,0.24100000000000002
Sports_1080P-43e2,0.006,0.114,0.085,1920,1080,1.736,0.174,4.118,0.08800000000000001
Sports_1080P-46ed,0.28300000000000003,0.095,0.099,1920,1080,2.623,0.49700000000000005,12.383,0.147
Sports_1080P-47e9,0.021,0.094,0,1920,1080,1.087,0.14300000000000002,9.728,0.307
Sports_1080P-4978,0.575,0.094,0,1920,1080,1.742,0.10400000000000001,0.603,0.076
Sports_1080P-49c5,0.102,0.16699999999999998,0.073,1920,1080,0.335,0.373,1.217,0.073
Sports_1080P-4e05,0.0,0.094,0.16,1920,1080,2.4,0.6659999999999999,6.433,0.132
Sports_1080P-53a0,0.038,0.094,0.165,1920,1080,2.805,0.632,11.720999999999998,0.18100000000000002
Sports_1080P-5d25,0.289,0.094,[NULL],1920,1080,3.072,0.655,12.538,0.17300000000000001
Sports_1080P-6571,0.03,0.094,0.186,1920,1080,1.209,0.41200000000000003,1.758,0.24
Sports_1080P-6710,0.023,0.094,0.135,1920,1080,1.433,0.205,5.045,0.094
Sports_1080P-679d,0.068,0.094,0.09,1920,1080,0.893,0.377,5.007,0.344
Sports_1080P-7203,0.562,0.094,0.104,1920,1080,1.328,0.78,1.272,0.059000000000000004
Sports_1080P-7584,0.136,0.094,0.028,1920,1080,1.187,0.605,2.385,0.087
Sports_1080P-76a2,0.011000000000000001,0.095,0.211,1920,1080,1.1420000000000001,0.32799999999999996,1.8130000000000002,0.128
Sports_1080P-78fa,0.33,0.094,0.214,1920,1080,2.468,0.45799999999999996,3.4160000000000004,0.42
Sports_1080P-7b51,0.254,0.095,0,1920,1080,3.432,0.6809999999999999,13.859000000000002,0.287
Sports_1080P-7dba,0.10099999999999999,0.094,0.022,1440,1080,2.594,0.244,6.604,0.18100000000000002
Sports_2160P-0455,0.16,0.094,0.043,3840,2160,1.7890000000000001,0.368,2.0709999999999997,0.07200000000000001
Sports_2160P-086d,0.49200000000000005,0.10099999999999999,0,3840,2160,0.892,0.528,0.311,0.17800000000000002
Sports_2160P-1261,0.033,0.1,0,3840,2160,0.6459999999999999,0.273,0.6759999999999999,0.09300000000000001
Sports_2160P-1733,0.053,0.09699999999999999,0,3840,2160,0.745,0.271,4.8839999999999995,0.262
Sports_2160P-1b70,0.001,0.094,0.13,3840,2160,1.121,0.337,0.6859999999999999,0.385
Sports_2160P-1ddc,0.162,0.096,0.085,3840,2160,0.529,0.39,1.261,0.073
Sports_2160P-210c,0.0,0.094,0,3840,2160,2.29,0.168,0.579,0.16899999999999998
Sports_2160P-2568,0.017,0.113,0,3840,2160,0.552,0.34600000000000003,2.0780000000000003,0.17300000000000001
Sports_2160P-2626,0.002,0.094,0.047,3840,2160,0.812,0.64,0.47,0.39899999999999997
Sports_2160P-279f,0.043,0.094,0,3840,2160,0.795,0.134,0.217,0.235
Sports_2160P-2a83,0.355,0.094,0.179,3840,2160,1.23,0.298,0.301,0.174
Sports_2160P-2e1d,0.10400000000000001,0.095,0.182,3840,2160,0.924,0.617,5.603,0.373
Sports_2160P-2eda,0.001,0.094,0.116,3840,2160,2.11,0.159,0.682,0.091
Sports_2160P-300d,0.096,0.207,0,3840,2160,0.3,0.7070000000000001,1.175,0.067
Sports_2160P-324e,0.071,0.094,0,3840,2160,1.063,0.33299999999999996,1.81,0.094
Sports_2160P-3794,0.001,0.094,0.326,3840,2160,1.124,0.9009999999999999,1.412,0.242
Sports_2160P-391a,0.17600000000000002,0.094,[NULL],3840,2160,2.202,0.19899999999999998,1.4609999999999999,0.07400000000000001
Sports_2160P-3a9a,0.106,0.109,0.197,3840,2160,0.821,0.597,4.967,0.47200000000000003
Sports_2160P-3d85,0.032,0.094,0,3840,2160,2.06,0.35,5.938,0.218
Sports_2160P-4024,0.096,0.094,0.071,3840,2160,0.659,0.64,1.808,0.17600000000000002
Sports_2160P-4201,0.017,0.134,0,3840,2160,0.15,0.665,1.4809999999999999,0.07400000000000001
Sports_2160P-49f1,0.113,0.113,0.092,3840,2160,1.0190000000000001,0.311,4.8069999999999995,0.287
Sports_2160P-4aae,0.3,0.6990000000000001,0.102,3840,2160,0.675,0.3,0.139,0.09300000000000001
Sports_2160P-4e9f,0.001,0.094,0.052,3840,2160,2.242,0.251,1.2590000000000001,0.177
Sports_2160P-5ef3,0.0,0.094,0.106,3840,2160,2.169,0.377,0.7759999999999999,0.264
Sports_2160P-69b9,0.0,0.094,0.013,3840,2160,0.431,0.34,0.195,0.379
Sports_2160P-6b28,0.095,0.095,0,3840,2160,0.52,0.14,0.252,0.662
Sports_2160P-7165,0.24600000000000002,0.094,0.049,3840,2160,1.3330000000000002,0.247,0.767,0.057999999999999996
Sports_2160P-7a11,0.004,0.158,0,3840,2160,2.369,0.344,2.208,0.135
Sports_2160P-7af7,0.106,0.094,0.142,3840,2160,1.072,0.414,0.22699999999999998,0.56
Sports_2160P-7af8,0.092,0.094,0.217,3840,2160,0.508,0.621,0.897,0.43
Sports_2160P-7bbe,0.019,0.094,0,3840,2160,2.102,0.35700000000000004,0.307,0.179
Sports_360P-02c3,0.002,0.094,0.192,640,360,1.87,0.16,1.311,0.184
Sports_360P-0c66,0.08800000000000001,0.094,[NULL],720,360,2.7760000000000002,0.18100000000000002,4.425,0.17800000000000002
Sports_360P-0dda,0.064,0.109,0.475,768,432,2.002,0.332,6.688,0.262
Sports_360P-11b7,0.004,0.094,0.246,480,360,0.968,0.34299999999999997,4.386,0.0
Sports_360P-1803,0.055,0.094,[NULL],720,400,1.15,0.359,7.937,0.19
Sports_360P-1d5c,0.027000000000000003,0.1,1,640,360,2.8819999999999997,0.307,16.533,0.14300000000000002
Sports_360P-2725,0.028999999999999998,0.10099999999999999,0.393,640,352,1.204,0.5379999999999999,1.996,0.34600000000000003
Sports_360P-27b0,0.081,0.10400000000000001,0.197,640,352,1.9980000000000002,0.215,1.624,0.156
Sports_360P-2ace,0.027000000000000003,0.096,0.121,720,412,1.202,0.402,6.417000000000001,0.28800000000000003
Sports_360P-2e48,0.009000000000000001,0.095,0.528,512,384,1.239,0.624,4.082,0.307
Sports_360P-301d,0.048,0.096,0.176,720,400,2.574,0.41,17.187,0.16399999999999998
Sports_360P-32d3,0.079,0.094,0.105,640,352,3.0869999999999997,0.419,7.356,0.485
Sports_360P-3960,0.091,0.138,0.145,480,360,1.061,0.308,2.242,0.252
Sports_360P-3e68,0.255,0.094,0.017,640,360,0.73,0.319,1.21,0.0
Sports_360P-4545,0.24,0.171,0.178,624,464,1.079,0.41200000000000003,7.785,0.177
Sports_360P-4802,0.185,0.161,0.302,628,468,1.2209999999999999,0.56,5.246,0.192
Sports_360P-4ad7,0.337,0.106,0.482,632,468,0.9259999999999999,0.519,6.026,0.196
Sports_360P-50fd,0.098,0.098,0.153,718,366,2.967,0.5429999999999999,10.05,0.581
Sports_360P-5252,0.149,0.11199999999999999,0.267,624,464,0.9329999999999999,0.414,4.008,0.213
Sports_360P-5ded,0.0,0.094,0.109,684,384,3.135,0.098,0.9259999999999999,0.003
Sports_360P-61f6,0.006,0.095,[NULL],720,400,2.6060000000000003,0.06,2.912,0.259
Sports_360P-65f3,0.0,0.094,0.126,360,360,2.971,0.13,3.675,0.08800000000000001
Sports_360P-6b4f,0.0,0.094,0.716,720,406,3.0860000000000003,0.265,4.21,0.32899999999999996
Sports_360P-6c6f,0.0,0.094,0.061,480,360,3.418,0.24,3.5189999999999997,0.569
Sports_360P-6f62,0.024,0.094,0.619,640,360,1.412,0.276,0.664,0.386
Sports_360P-7f50,0.0,0.146,0.14,624,464,2.298,0.43,9.103,0.13699999999999998
Sports_480P-0623,0.134,0.094,0.144,720,576,2.8680000000000003,0.6659999999999999,14.05,0.425
Sports_480P-0827,0.163,0.094,0.38,720,576,1.781,0.672,1.745,0.092
Sports_480P-0af9,0.003,0.094,0.234,640,480,1.9040000000000001,0.025,0.523,0.157
Sports_480P-0bb9,0.07400000000000001,0.094,0.195,720,576,1.237,0.585,8.146,0.39899999999999997
Sports_480P-0efe,0.084,0.094,0.149,848,480,1.703,0.441,2.766,0.094
Sports_480P-1019,0.07,0.095,0,768,576,0.64,0.64,8.481,0.015
Sports_480P-1056,0.14,0.094,0.165,720,576,2.883,0.5529999999999999,13.767999999999999,0.121
Sports_480P-11ec,0.20600000000000002,0.094,0.189,720,480,0.795,0.682,1.839,0.0
Sports_480P-1396,0.21600000000000003,0.099,0,720,576,1.121,0.655,11.618,0.043
Sports_480P-19e4,0.0,0.094,0,854,480,2.786,0.17600000000000002,7.268,0.15
Sports_480P-1d1b,0.375,0.09699999999999999,0.142,768,576,2.636,0.778,8.679,0.0
Sports_480P-1fe9,0.049,0.094,0.132,720,480,3.2060000000000004,0.5529999999999999,6.742000000000001,0.415
Sports_480P-2053,0.102,0.17600000000000002,0.082,720,576,1.252,0.32799999999999996,13.465,0.305
Sports_480P-211f,0.0,0.094,0.16,352,480,2.975,0.222,6.332999999999999,0.542
Sports_480P-2dfe,0.42700000000000005,0.094,0.399,720,576,0.992,0.36700000000000005,1.331,0.179
Sports_480P-3195,0.019,0.095,0.117,720,576,2.4019999999999997,0.45399999999999996,25.250999999999998,0.192
Sports_480P-3404,0.077,0.095,0.111,854,480,1.161,0.099,0.345,0.185
Sports_480P-35ea,0.01,0.094,0.218,720,480,2.9010000000000002,0.37799999999999995,7.81,0.579
Sports_480P-3ca4,0.076,0.094,[NULL],720,576,3.1430000000000002,0.738,7.117999999999999,0.0
Sports_480P-3dfd,0.002,0.165,0.018,640,480,0.7440000000000001,0.14800000000000002,0.985,0.09300000000000001
Sports_480P-3f50,0.005,0.094,0.181,960,540,2.273,0.315,10.852,0.28300000000000003
Sports_480P-41a5,0.027999999999999997,0.094,0.213,854,480,2.815,0.728,20.017,0.168
Sports_480P-44e5,0.174,0.094,0.524,720,576,3.457,0.6990000000000001,16.666,0.39899999999999997
Sports_480P-4cf8,0.009000000000000001,0.094,0.139,720,576,2.945,0.8240000000000001,7.151,0.183
Sports_480P-5224,0.017,0.1,0.183,640,480,0.8,0.795,2.207,0.547
Sports_480P-5871,0.015,0.094,0.298,640,480,1.368,0.517,4.154,0.488
Sports_480P-5f38,0.11800000000000001,0.10300000000000001,0.138,360,640,0.655,0.084,0.24100000000000002,0.192
Sports_480P-6508,0.16899999999999998,0.094,0.635,720,576,1.5930000000000002,0.695,3.6010000000000004,0.085
Sports_480P-6e41,0.145,0.094,0.185,720,576,1.7519999999999998,0.397,3.968,0.392
Sports_480P-77e3,0.0,0.094,0.248,720,480,2.572,0.292,7.375,0.456
Sports_480P-7f7e,0.299,0.18100000000000002,0.148,720,576,0.748,0.462,1.239,0.196
Sports_720P-00a1,0.131,0.095,0,1280,960,2.511,0.7,3.109,0.114
Sports_720P-0104,0.0,0.094,0,1280,720,3.014,0.139,4.6739999999999995,0.162
Sports_720P-058f,0.0,0.094,0.202,1280,720,2.8819999999999997,0.625,11.062000000000001,0.254
Sports_720P-07d0,0.0,0.094,[NULL],1280,720,1.022,0.037000000000000005,0.29600000000000004,0.156
Sports_720P-0b9e,0.10300000000000001,0.094,0,1280,720,3.117,0.607,11.315999999999999,0.21899999999999997
Sports_720P-17fb,0.127,0.10400000000000001,0,1280,720,1.3519999999999999,0.762,8.807,0.121
Sports_720P-2191,0.03,0.11199999999999999,0.294,1280,720,1.031,0.425,2.377,0.099
Sports_720P-2234,0.026000000000000002,0.094,0.194,1280,720,1.995,0.24,8.48,0.226
Sports_720P-2632,0.249,0.096,0.104,1280,720,1.5530000000000002,0.555,12.375,0.07
Sports_720P-2c06,0.016,0.13,[NULL],1280,720,1.74,0.35600000000000004,10.845999999999998,0.183
Sports_720P-2c80,0.0,0.094,0.083,1280,720,2.947,0.415,4.428999999999999,0.28600000000000003
Sports_720P-3072,0.191,0.096,0.128,1280,720,0.92,0.708,2.035,0.376
Sports_720P-3338,0.057999999999999996,0.094,0.121,1280,720,1.308,0.29600000000000004,0.44,0.327
Sports_720P-33c6,0.0,0.094,0.743,1280,720,1.001,0.684,0.157,0.255
Sports_720P-38a1,0.267,0.16699999999999998,0,1280,720,1.028,0.298,4.121,0.046
Sports_720P-3eb4,0.0,0.094,[NULL],1280,720,0.813,0.065,0.16399999999999998,0.168
Sports_720P-3ffe,0.243,0.096,0.517,1280,720,1.358,0.624,8.423,0.19399999999999998
Sports_720P-4b69,0.0,0.096,0,1280,720,3.523,0.187,1.547,0.205
Sports_720P-4c6f,0.039,0.132,0.092,1280,720,1.204,0.255,9.249,0.20600000000000002
Sports_720P-50cf,0.0,0.094,[NULL],1280,720,2.8289999999999997,0.5670000000000001,1.469,0.414
Sports_720P-531c,0.0,0.094,0.259,1280,720,1.766,0.16699999999999998,1.0490000000000002,0.171
Sports_720P-5833,0.07400000000000001,0.113,0.14,1280,720,1.075,0.33399999999999996,4.737,0.511
Sports_720P-5ae1,0.0,0.094,0.096,1280,720,2.539,0.135,0.14300000000000002,0.46299999999999997
Sports_720P-5bfd,0.07200000000000001,0.094,0.207,1280,960,0.8140000000000001,0.302,3.42,0.294
Sports_720P-5e39,0.115,0.094,[NULL],1280,720,1.456,0.133,0.423,0.092
Sports_720P-5ea4,0.021,0.094,[NULL],1280,720,3.02,0.48100000000000004,11.972999999999999,0.185
Sports_720P-62ba,0.0,0.094,0.174,1280,720,1.236,0.366,0.47200000000000003,0.47
Sports_720P-6365,0.165,0.094,[NULL],1280,720,2.4459999999999997,0.597,5.946000000000001,0.185
Sports_720P-675b,0.07,0.094,0.245,1280,720,1.094,0.68,1.187,0.08900000000000001
Sports_720P-69a0,0.0,0.094,0.099,1280,720,1.0070000000000001,0.37,0.8059999999999999,0.185
Sports_720P-6bb7,0.035,0.094,0.688,1280,720,0.812,0.473,1.895,0.125
Sports_720P-6d04,0.004,0.095,[NULL],1280,720,2.884,0.473,5.336,0.507
Sports_720P-7ba7,0.013999999999999999,0.094,0,1280,720,2.399,0.325,0.614,0.419
TelevisionClip_1080P-0604,0.16,0.094,0.098,1920,1080,2.261,0.5489999999999999,5.95,0.348
TelevisionClip_1080P-3758,0.14,0.094,0.136,1920,1080,0.6940000000000001,0.368,0.6920000000000001,0.302
TelevisionClip_1080P-39e3,0.2,0.095,0,1440,1080,1.5390000000000001,0.312,1.643,0.158
TelevisionClip_1080P-3b9b,0.527,0.094,0.241,1920,1080,2.7489999999999997,0.024,1.3119999999999998,0.191
TelevisionClip_1080P-3d10,0.025,0.09699999999999999,[NULL],1920,1080,1.04,0.059000000000000004,1.28,0.075
TelevisionClip_1080P-3d83,0.392,0.095,0.184,1920,1080,0.32899999999999996,0.48700000000000004,0.5329999999999999,0.077
TelevisionClip_1080P-3e42,0.0,0.254,0.117,1440,1080,0.14,0.7190000000000001,0.836,0.353
TelevisionClip_1080P-401e,0.045,0.133,0,1920,1080,0.747,0.16699999999999998,1.454,0.23
TelevisionClip_1080P-4c24,0.011000000000000001,0.094,[NULL],1920,1080,2.4130000000000003,0.26899999999999996,1.185,0.18600000000000003
TelevisionClip_1080P-4c94,0.157,0.128,0.117,1920,1080,0.299,0.532,0.909,0.078
TelevisionClip_1080P-525d,0.12300000000000001,0.095,0.207,1920,1080,1.9869999999999999,0.358,11.398,0.308
TelevisionClip_1080P-5278,0.107,0.094,0,1920,1080,1.105,0.248,0.872,0.5
TelevisionClip_1080P-5e68,0.0,0.094,0.18,1920,1080,1.8730000000000002,0.207,9.471,0.266
TelevisionClip_1080P-6026,0.001,0.095,0.046,1920,1080,0.698,0.168,0.899,0.418
TelevisionClip_1080P-6282,0.18100000000000002,0.094,0.09,1920,1080,0.74,0.175,0.574,0.16
TelevisionClip_1080P-63e6,0.003,0.094,0.178,1920,1080,1.3659999999999999,0.177,2.3280000000000003,0.187
TelevisionClip_1080P-64e2,0.287,0.094,0.052,1920,1080,0.5589999999999999,0.23800000000000002,1.229,0.0
TelevisionClip_1080P-68c6,0.08,0.11199999999999999,0.096,1920,1080,1.9480000000000002,0.45,11.912,0.142
TelevisionClip_1080P-7eff,0.040999999999999995,0.09699999999999999,0.079,1920,1080,1.067,0.5379999999999999,1.306,0.341
TelevisionClip_360P-0951,0.0,0.094,0.114,642,360,0.96,0.07200000000000001,0.519,0.499
TelevisionClip_360P-11d5,0.038,0.095,0.075,540,360,2.138,0.156,4.531000000000001,0.18899999999999997
TelevisionClip_360P-29f1,0.002,0.146,0,480,360,1.73,0.052000000000000005,2.358,0.184
TelevisionClip_360P-3b9a,0.008,0.095,0,480,360,2.679,0.146,5.186,0.243
TelevisionClip_360P-74dd,0.065,0.094,0.11,640,360,1.5759999999999998,0.17600000000000002,4.311,0.376
TelevisionClip_360P-7b23,0.043,0.111,0.269,640,360,1.8,0.177,3.492,0.18899999999999997
TelevisionClip_480P-09d8,0.349,0.095,0.508,640,480,1.291,0.384,0.408,0.611
TelevisionClip_480P-0d89,0.087,0.096,0.132,720,480,2.508,0.34600000000000003,4.178,0.29100000000000004
TelevisionClip_480P-0e46,0.0,0.094,0.328,640,480,2.063,0.8059999999999999,0.9570000000000001,0.888
TelevisionClip_480P-19d3,0.024,0.094,0.129,854,480,2.594,0.21899999999999997,3.3339999999999996,0.21600000000000003
TelevisionClip_480P-1b49,0.0,0.094,0.531,640,480,2.7880000000000003,0.41600000000000004,1.0490000000000002,0.629
TelevisionClip_480P-27ca,0.013999999999999999,0.094,1,640,480,1.396,0.737,4.6080000000000005,0.28600000000000003
TelevisionClip_480P-280f,0.0,0.094,0,854,480,1.495,0.021,0.58,0.15
TelevisionClip_480P-2ead,0.024,0.094,0.174,722,480,0.9279999999999999,0.344,1.317,0.001
TelevisionClip_480P-30b6,0.076,0.105,0.08,640,480,0.442,0.433,5.47,0.16
TelevisionClip_480P-3284,0.068,0.11199999999999999,0.167,656,480,0.894,0.21,0.496,0.45799999999999996
TelevisionClip_480P-3617,0.055999999999999994,0.094,[NULL],848,480,1.117,0.797,3.3080000000000003,0.414
TelevisionClip_480P-373d,0.0,0.094,0.054,720,480,2.438,0.096,3.0239999999999996,0.758
TelevisionClip_480P-3c64,0.002,0.12,0.064,640,480,0.757,0.275,5.379,0.617
TelevisionClip_480P-415c,0.055,0.09699999999999999,0.414,720,480,1.104,0.08900000000000001,1.177,0.625
TelevisionClip_480P-436c,0.027999999999999997,0.095,0.404,368,480,1.2990000000000002,0.185,1.511,0.051
TelevisionClip_480P-4c6b,0.222,0.094,0.271,720,480,1.145,0.11900000000000001,0.655,0.156
TelevisionClip_480P-59f0,0.0,0.10099999999999999,0.022,640,480,1.3159999999999998,0.168,9.204,0.5720000000000001
TelevisionClip_480P-723e,0.139,0.113,0.241,640,480,1.151,0.409,6.3,0.5489999999999999
TelevisionClip_720P-1862,0.026000000000000002,0.094,0.173,1280,720,1.1640000000000001,0.066,0.8740000000000001,0.0
TelevisionClip_720P-19de,0.013999999999999999,0.094,0.125,1280,720,2.117,0.221,5.808,0.745
TelevisionClip_720P-1b61,0.113,0.094,0.332,1280,720,1.785,0.021,0.25,0.066
TelevisionClip_720P-2b20,0.0,0.09699999999999999,0,1280,720,0.361,0.48,5.011,0.36700000000000005
TelevisionClip_720P-31ce,0.091,0.139,0.198,1280,720,1.801,0.22399999999999998,6.138999999999999,0.473
TelevisionClip_720P-3f4c,0.129,0.094,0.598,1280,720,0.63,0.46399999999999997,2.556,0.075
TelevisionClip_720P-44d1,0.0,0.094,0.028,1280,720,1.208,0.076,0.16399999999999998,0.667
TelevisionClip_720P-4af1,0.013999999999999999,0.14,[NULL],1280,720,0.685,0.354,3.675,0.15
TelevisionClip_720P-4edb,0.094,0.132,0.098,1280,720,0.767,0.313,1.69,0.573
