FILENAME;category;resolution;# subjects;MOS full;MOS chunk00;MOS chunk05;MOS chunk10;std full;std chunk00;std chunk05;std chunk10
MusicVideo_480P-3aa2;MusicVideo;480;109;2.767;2.474;2.289;2.497;0.742;0.529;0.531;0.59
MusicVideo_480P-3c8b;MusicVideo;480;119;2.908;2.69;2.713;2.729;0.666;0.762;0.764;0.751
MusicVideo_480P-41ce;MusicVideo;480;119;3.766;3.764;3.67;3.613;0.468;0.481;0.423;0.509
MusicVideo_480P-4802;MusicVideo;480;127;4.268;4.343;4.34;4.328;0.504;0.495;0.457;0.474
MusicVideo_480P-483b;MusicVideo;480;119;1.539;1.382;1.451;1.317;0.702;0.584;0.64;0.52
MusicVideo_480P-4cc8;MusicVideo;480;127;3.346;3.348;3.46;3.407;0.692;0.711;0.527;0.545
MusicVideo_480P-5461;MusicVideo;480;149;4.272;4.16;4.145;4.082;0.482;0.368;0.506;0.433
MusicVideo_480P-5830;MusicVideo;480;120;3.045;2.984;2.89;2.624;0.636;0.6;0.665;0.58
MusicVideo_480P-6026;MusicVideo;480;121;3.033;2.813;2.877;2.774;0.608;0.463;0.508;0.485
MusicVideo_480P-61ba;MusicVideo;480;140;1.756;1.349;1.581;1.633;0.864;0.5;0.711;0.714
MusicVideo_480P-66b2;MusicVideo;480;124;2.709;2.525;1.841;1.897;0.843;0.864;0.641;0.765
MusicVideo_480P-6fb6;MusicVideo;480;115;3.611;3.564;3.47;3.662;0.548;0.497;0.531;0.549
MusicVideo_480P-7643;MusicVideo;480;121;3.093;3.01;2.916;3.204;0.613;0.566;0.581;0.443
MusicVideo_480P-7955;MusicVideo;480;116;3.509;3.379;3.517;3.401;0.519;0.454;0.481;0.485
MusicVideo_720P-0355;MusicVideo;720;116;1.907;1.851;1.698;1.769;1.01;1.031;0.889;0.911
MusicVideo_720P-0752;MusicVideo;720;136;4.365;4.435;4.379;4.145;0.495;0.38;0.472;0.579
MusicVideo_720P-14f0;MusicVideo;720;120;2.382;2.26;2.237;2.361;0.656;0.548;0.48;0.464
MusicVideo_720P-2d7d;MusicVideo;720;126;2.988;2.779;2.022;2.999;0.708;0.713;0.815;0.767
MusicVideo_720P-3698;MusicVideo;720;119;4.378;4.355;4.384;4.233;0.512;0.416;0.445;0.341
MusicVideo_720P-3b11;MusicVideo;720;109;3.6;3.461;3.436;3.55;0.484;0.526;0.499;0.55
MusicVideo_720P-3c4c;MusicVideo;720;152;4.135;4.142;4.161;3.99;0.583;0.399;0.382;0.472
MusicVideo_720P-4179;MusicVideo;720;116;3.535;3.336;3.456;3.41;0.592;0.677;0.555;0.555
MusicVideo_720P-44c1;MusicVideo;720;136;4.499;4.406;4.496;4.462;0.422;0.441;0.4;0.402
MusicVideo_720P-4895;MusicVideo;720;135;4.173;3.998;3.73;3.812;0.606;0.539;0.557;0.553
MusicVideo_720P-4ad2;MusicVideo;720;117;3.756;3.751;3.761;3.787;0.44;0.512;0.467;0.493
MusicVideo_720P-575d;MusicVideo;720;144;3.242;3.5;3.051;3.159;0.762;0.632;0.778;0.784
MusicVideo_720P-5c9c;MusicVideo;720;120;2.471;2.055;2.215;2.152;0.737;0.659;0.564;0.715
MusicVideo_720P-62df;MusicVideo;720;127;4.246;4.284;4.267;4.022;0.602;0.469;0.435;0.585
MusicVideo_720P-734f;MusicVideo;720;140;3.848;3.744;4.335;4.002;0.538;0.649;0.52;0.494
MusicVideo_720P-7501;MusicVideo;720;117;2.598;2.424;2.359;2.323;0.605;0.625;0.537;0.507
MusicVideo_720P-7bcf;MusicVideo;720;121;3.536;3.319;3.393;3.103;0.517;0.537;0.513;0.612
NewsClip_1080P-00c3;NewsClip;1080;141;4.421;4.445;4.515;4.504;0.462;0.434;0.385;0.443
NewsClip_1080P-02fd;NewsClip;1080;145;4.159;4.216;4.268;4.215;0.596;0.495;0.474;0.496
NewsClip_1080P-06df;NewsClip;1080;124;4.489;4.559;4.384;4.283;0.403;0.379;0.486;0.489
NewsClip_1080P-0abf;NewsClip;1080;122;3.672;3.503;3.182;3.459;0.501;0.474;0.631;0.487
NewsClip_1080P-0f9a;NewsClip;1080;114;4.026;3.804;3.945;4.08;0.508;0.398;0.637;0.565
NewsClip_1080P-1db0;NewsClip;1080;152;4.141;4.136;4.134;4.281;0.584;0.663;0.507;0.558
NewsClip_1080P-22b3;NewsClip;1080;113;3.812;3.572;3.293;3.65;0.479;0.54;0.534;0.506
NewsClip_1080P-25ea;NewsClip;1080;127;4.291;4.219;4.286;4.494;0.469;0.612;0.554;0.401
NewsClip_1080P-27fb;NewsClip;1080;124;4.002;3.993;4.015;3.943;0.495;0.506;0.51;0.499
NewsClip_1080P-2eb0;NewsClip;1080;131;4.484;4.575;4.537;4.581;0.413;0.402;0.421;0.393
NewsClip_1080P-3427;NewsClip;1080;131;4.382;4.538;4.357;4.184;0.487;0.397;0.471;0.506
NewsClip_1080P-392e;NewsClip;1080;133;4.423;4.403;4.366;4.349;0.479;0.446;0.48;0.435
NewsClip_1080P-3c7c;NewsClip;1080;113;4.462;4.488;4.263;4.155;0.493;0.45;0.55;0.59
NewsClip_1080P-3cc6;NewsClip;1080;128;3.557;3.402;3.42;3.473;0.565;0.528;0.49;0.488
NewsClip_1080P-4241;NewsClip;1080;129;3.936;3.755;3.513;4.112;0.507;0.539;0.541;0.641
NewsClip_1080P-48ae;NewsClip;1080;135;3.887;3.788;3.801;3.762;0.406;0.514;0.473;0.502
NewsClip_1080P-512d;NewsClip;1080;110;3.607;3.844;3.789;3.574;0.477;0.56;0.544;0.622
NewsClip_1080P-5386;NewsClip;1080;116;3.935;3.943;3.91;3.965;0.464;0.531;0.458;0.459
NewsClip_1080P-5a5b;NewsClip;1080;124;2.717;2.457;2.58;2.744;0.744;0.559;0.607;0.602
NewsClip_1080P-5aa7;NewsClip;1080;136;4.296;3.867;3.908;4.113;0.52;0.55;0.549;0.602
NewsClip_1080P-5b53;NewsClip;1080;126;4.45;4.433;4.382;4.418;0.425;0.43;0.464;0.47
NewsClip_1080P-5be1;NewsClip;1080;123;4.065;4.371;4.367;3.841;0.535;0.512;0.498;0.437
NewsClip_1080P-5c61;NewsClip;1080;122;3.405;3.081;3.299;3.345;0.57;0.694;0.55;0.539
NewsClip_1080P-632e;NewsClip;1080;113;3.517;3.029;3.358;3.627;0.495;0.614;0.498;0.594
NewsClip_1080P-6708;NewsClip;1080;127;3.222;3.297;3.279;3.491;0.688;0.547;0.519;0.569
NewsClip_1080P-6739;NewsClip;1080;123;2.987;2.885;2.646;2.799;0.576;0.533;0.546;0.583
NewsClip_1080P-67dc;NewsClip;1080;112;3.977;3.835;3.877;3.92;0.463;0.42;0.502;0.481
NewsClip_1080P-6e81;NewsClip;1080;123;4.223;4.336;4.128;4.06;0.381;0.461;0.378;0.346
NewsClip_1080P-741f;NewsClip;1080;125;3.928;3.91;3.969;3.845;0.521;0.548;0.542;0.519
NewsClip_1080P-7816;NewsClip;1080;141;3.855;3.702;3.76;3.756;0.503;0.47;0.481;0.457
NewsClip_1080P-7f69;NewsClip;1080;125;3.705;3.67;3.369;3.281;0.504;0.525;0.585;0.56
NewsClip_360P-0376;NewsClip;360;132;3.095;3.036;2.986;3.121;0.562;0.574;0.556;0.641
NewsClip_360P-0ab8;NewsClip;360;115;2.685;2.985;2.897;2.91;0.604;0.664;0.578;0.562
NewsClip_360P-0c17;NewsClip;360;136;2.968;2.66;2.709;2.677;0.624;0.45;0.459;0.465
NewsClip_360P-0ff8;NewsClip;360;114;3.518;3.472;3.411;3.383;0.598;0.472;0.573;0.473
NewsClip_360P-1093;NewsClip;360;117;3.1;3.205;3.096;3.176;0.583;0.427;0.465;0.471
NewsClip_360P-12fc;NewsClip;360;115;2.902;2.802;2.902;2.943;0.586;0.57;0.588;0.645
NewsClip_360P-1b1c;NewsClip;360;118;3.514;3.178;3.366;3.389;0.49;0.613;0.507;0.53
NewsClip_360P-1e1c;NewsClip;360;117;3.254;2.921;3.132;2.998;0.541;0.593;0.411;0.573
NewsClip_360P-1eae;NewsClip;360;126;3.467;3.534;3.39;3.561;0.501;0.492;0.478;0.444
NewsClip_360P-22ce;NewsClip;360;106;2.698;2.465;2.562;2.461;0.666;0.501;0.568;0.537
NewsClip_360P-274e;NewsClip;360;115;3.332;3.16;3.261;3.236;0.46;0.482;0.504;0.474
NewsClip_360P-2986;NewsClip;360;124;2.902;2.535;2.404;2.544;0.648;0.54;0.502;0.595
NewsClip_360P-2c91;NewsClip;360;111;2.859;2.743;2.656;2.487;0.614;0.52;0.47;0.448
NewsClip_360P-311a;NewsClip;360;113;2.447;1.908;2.065;2.407;0.633;0.709;0.563;0.724
NewsClip_360P-3451;NewsClip;360;137;2.121;2.232;2.089;2.202;0.733;0.553;0.505;0.457
NewsClip_360P-4288;NewsClip;360;124;3.393;3.441;3.515;3.483;0.507;0.485;0.429;0.437
NewsClip_360P-439a;NewsClip;360;113;3.282;3.098;3.073;3.088;0.486;0.609;0.632;0.471
NewsClip_360P-4417;NewsClip;360;137;2.924;2.626;2.594;2.614;0.64;0.554;0.596;0.615
NewsClip_360P-5052;NewsClip;360;132;2.095;2.143;1.941;2.236;0.675;0.492;0.594;0.476
NewsClip_360P-5752;NewsClip;360;145;3.346;3.191;3.203;3.299;0.548;0.505;0.503;0.46
NewsClip_360P-5bcc;NewsClip;360;140;2.864;2.694;2.711;2.537;0.602;0.541;0.563;0.608
NewsClip_360P-5f3b;NewsClip;360;123;2.298;2.069;2.015;2.187;0.583;0.569;0.526;0.557
NewsClip_360P-66ae;NewsClip;360;118;3.218;3.17;3.014;3.029;0.529;0.513;0.576;0.511
NewsClip_360P-67ce;NewsClip;360;116;3.196;2.922;2.72;2.965;0.49;0.594;0.502;0.577
NewsClip_360P-7a96;NewsClip;360;120;2.291;1.875;1.865;1.699;0.656;0.561;0.509;0.522
NewsClip_480P-0269;NewsClip;480;105;3.04;2.611;2.908;2.775;0.711;0.44;0.591;0.507
NewsClip_480P-0ce5;NewsClip;480;121;3.265;3.152;2.957;2.624;0.474;0.527;0.542;0.492
NewsClip_480P-15fa;NewsClip;480;120;3.581;3.474;3.652;3.658;0.422;0.49;0.481;0.505
NewsClip_480P-2407;NewsClip;480;130;2.688;2.524;2.531;2.55;0.575;0.456;0.424;0.491
NewsClip_480P-2642;NewsClip;480;121;2.688;2.581;2.465;2.335;0.53;0.549;0.547;0.442
NewsClip_480P-28eb;NewsClip;480;120;2.998;2.739;2.937;2.884;0.566;0.502;0.623;0.64
NewsClip_480P-2b9b;NewsClip;480;113;2.421;2.158;2.128;2.022;0.7;0.593;0.663;0.736
NewsClip_480P-2ba7;NewsClip;480;123;2.791;2.537;2.381;2.585;0.592;0.547;0.5;0.484
NewsClip_480P-2fb7;NewsClip;480;121;3.023;2.932;3.041;2.98;0.651;0.544;0.607;0.578
NewsClip_480P-31bd;NewsClip;480;126;3.61;3.419;3.508;3.429;0.467;0.478;0.459;0.543
NewsClip_480P-3672;NewsClip;480;123;3.802;3.644;3.338;3.395;0.523;0.477;0.419;0.45
NewsClip_480P-36d0;NewsClip;480;110;3.764;3.956;3.604;3.49;0.494;0.498;0.428;0.46
NewsClip_480P-4072;NewsClip;480;123;2.481;2.208;2.416;2.373;0.606;0.444;0.63;0.544
NewsClip_480P-41b1;NewsClip;480;114;3.623;3.41;3.472;3.519;0.456;0.445;0.417;0.443
NewsClip_480P-437c;NewsClip;480;118;3.011;2.944;3.067;3.087;0.562;0.589;0.602;0.606
NewsClip_480P-49c9;NewsClip;480;112;3.975;3.798;3.788;3.857;0.493;0.473;0.432;0.466
NewsClip_480P-4a9f;NewsClip;480;136;2.983;3.156;2.927;3.149;0.583;0.495;0.612;0.518
NewsClip_480P-4e77;NewsClip;480;117;3.45;3.54;3.225;2.676;0.502;0.514;0.522;0.512
NewsClip_480P-543f;NewsClip;480;122;3.423;3.428;3.107;2.95;0.491;0.446;0.561;0.647
NewsClip_480P-5a3b;NewsClip;480;110;2.237;1.684;1.822;2.336;0.886;0.591;0.646;0.592
NewsClip_480P-5e7f;NewsClip;480;111;3.105;3.104;3.132;3.22;0.62;0.577;0.497;0.505
NewsClip_480P-606e;NewsClip;480;114;2.921;2.547;2.718;2.918;0.613;0.477;0.616;0.575
NewsClip_480P-6615;NewsClip;480;124;3.51;3.288;3.162;3.196;0.476;0.436;0.49;0.488
NewsClip_480P-696e;NewsClip;480;132;3.102;2.749;3.064;3.142;0.671;0.657;0.678;0.529
NewsClip_480P-6bfa;NewsClip;480;105;3.793;3.908;3.818;3.855;0.493;0.518;0.476;0.451
NewsClip_480P-7232;NewsClip;480;128;2.991;2.802;2.701;2.686;0.644;0.514;0.534;0.522
NewsClip_480P-72b8;NewsClip;480;122;3.407;3.394;3.178;3.392;0.49;0.465;0.469;0.51
NewsClip_480P-7315;NewsClip;480;134;2.937;2.585;2.807;2.964;0.641;0.539;0.605;0.616
NewsClip_480P-7a0d;NewsClip;480;124;3.754;3.796;3.641;3.731;0.523;0.524;0.528;0.504
NewsClip_720P-04ba;NewsClip;720;133;3.49;3.272;3.188;2.968;0.489;0.517;0.474;0.63
NewsClip_720P-0c81;NewsClip;720;127;3.893;3.625;3.762;3.727;0.529;0.527;0.462;0.478
NewsClip_720P-1971;NewsClip;720;134;4.272;3.951;3.79;4.159;0.483;0.556;0.536;0.589
NewsClip_720P-2182;NewsClip;720;117;3.494;3.39;3.451;3.537;0.54;0.498;0.496;0.468
NewsClip_720P-23e0;NewsClip;720;115;4.11;4.111;4.114;3.963;0.366;0.387;0.578;0.497
NewsClip_720P-2882;NewsClip;720;118;3.667;3.529;3.613;3.456;0.471;0.425;0.447;0.443
NewsClip_720P-35d9;NewsClip;720;116;3.017;2.988;2.699;2.557;0.694;0.744;0.498;0.636
NewsClip_720P-37f7;NewsClip;720;129;3.716;3.84;3.803;3.813;0.466;0.477;0.538;0.512
NewsClip_720P-4603;NewsClip;720;125;3.454;3.255;3.418;3.261;0.49;0.457;0.489;0.557
NewsClip_720P-4e87;NewsClip;720;136;4.368;4.477;4.448;4.363;0.469;0.431;0.431;0.473
NewsClip_720P-5564;NewsClip;720;146;4.377;4.53;4.469;4.701;0.453;0.414;0.411;0.365
NewsClip_720P-5787;NewsClip;720;109;4.483;4.347;3.874;3.783;0.45;0.484;0.474;0.519
NewsClip_720P-579b;NewsClip;720;110;2.866;2.994;2.96;2.342;0.639;0.643;0.619;0.486
NewsClip_720P-5d89;NewsClip;720;137;4.48;4.374;4.428;4.486;0.436;0.43;0.421;0.404
NewsClip_720P-6016;NewsClip;720;122;4.522;4.326;4.219;4.372;0.399;0.435;0.531;0.474
NewsClip_720P-6106;NewsClip;720;110;2.996;2.838;2.924;3.12;0.634;0.679;0.674;0.659
NewsClip_720P-672c;NewsClip;720;121;3.987;4.074;3.845;3.867;0.496;0.392;0.467;0.481
NewsClip_720P-6a19;NewsClip;720;116;3.547;2.974;3.424;3.64;0.5;0.619;0.479;0.515
NewsClip_720P-6aa6;NewsClip;720;123;4.363;4.356;4.472;4.457;0.489;0.438;0.415;0.414
NewsClip_720P-6cde;NewsClip;720;128;4.297;4.469;4.343;4.365;0.586;0.449;0.502;0.541
NewsClip_720P-72d2;NewsClip;720;109;4.357;4.338;3.491;3.707;0.507;0.532;0.518;0.525
NewsClip_720P-7345;NewsClip;720;116;3.97;3.752;3.772;3.576;0.51;0.553;0.487;0.548
NewsClip_720P-739b;NewsClip;720;148;4.007;3.917;3.788;3.919;0.608;0.507;0.494;0.441
NewsClip_720P-7745;NewsClip;720;129;4.528;4.465;4.49;4.431;0.446;0.433;0.432;0.449
NewsClip_720P-7b7e;NewsClip;720;119;4.145;4.026;4.1;4.101;0.613;0.531;0.551;0.413
NewsClip_720P-7b97;NewsClip;720;109;2.803;1.939;1.706;2.832;0.861;0.835;0.719;0.705
NewsClip_720P-7c67;NewsClip;720;125;4.434;4.513;4.429;3.912;0.474;0.425;0.485;0.53
NewsClip_720P-7e56;NewsClip;720;124;4.41;4.437;3.801;3.852;0.42;0.374;0.486;0.513
Sports_1080P-0063;Sports;1080;113;3.447;3.295;3.431;3.262;0.612;0.683;0.57;0.733
Sports_1080P-0640;Sports;1080;117;3.524;3.455;3.359;3.022;0.511;0.49;0.507;0.631
Sports_1080P-08e1;Sports;1080;135;4.224;4.262;3.987;4.079;0.56;0.532;0.485;0.581
Sports_1080P-0d0c;Sports;1080;108;3.98;4.09;4.191;4.012;0.516;0.57;0.43;0.517
Sports_1080P-15d1;Sports;1080;114;4.57;4.576;4.542;4.551;0.393;0.397;0.385;0.41
Sports_1080P-19d8;Sports;1080;123;4.472;4.365;4.452;4.466;0.422;0.604;0.493;0.456
Sports_1080P-1ae3;Sports;1080;123;3.352;3.306;3.317;3.401;0.683;0.479;0.505;0.608
Sports_1080P-1bf7;Sports;1080;127;4.49;4.464;4.335;4.309;0.496;0.451;0.463;0.5
Sports_1080P-1d78;Sports;1080;122;3.378;3.445;3.215;3.229;0.718;0.614;0.701;0.671
Sports_1080P-241e;Sports;1080;131;4.411;4.285;4.511;4.524;0.461;0.58;0.442;0.412
Sports_1080P-2524;Sports;1080;128;3.662;3.54;3.563;3.513;0.516;0.473;0.47;0.431
Sports_1080P-28a6;Sports;1080;130;4.452;4.473;4.444;4.377;0.453;0.421;0.415;0.451
Sports_1080P-2a21;Sports;1080;118;3.231;3.365;3.203;2.857;0.624;0.614;0.669;0.761
Sports_1080P-3a3b;Sports;1080;115;3.669;3.486;3.3;3.208;0.524;0.552;0.564;0.543
Sports_1080P-3db7;Sports;1080;118;4.021;3.892;3.704;3.447;0.526;0.547;0.48;0.668
Sports_1080P-3eb0;Sports;1080;113;3.819;3.927;3.663;3.551;0.508;0.476;0.446;0.48
Sports_1080P-43e2;Sports;1080;148;4.414;4.454;4.436;4.435;0.421;0.419;0.478;0.44
Sports_1080P-46ed;Sports;1080;119;3.493;2.993;2.985;3.509;0.571;0.642;0.605;0.518
Sports_1080P-47e9;Sports;1080;126;4.106;3.629;3.929;4.269;0.412;0.596;0.488;0.473
Sports_1080P-4978;Sports;1080;144;4.341;4.541;4.489;4.572;0.45;0.402;0.427;0.386
Sports_1080P-49c5;Sports;1080;139;4.142;4.263;3.863;3.946;0.588;0.501;0.491;0.548
Sports_1080P-4e05;Sports;1080;106;3.445;3.345;3.394;3.362;0.547;0.545;0.612;0.567
Sports_1080P-53a0;Sports;1080;113;3.429;3.412;3.422;3.135;0.61;0.549;0.618;0.655
Sports_1080P-5d25;Sports;1080;123;3.478;3.53;3.114;3.018;0.779;0.643;0.728;0.801
Sports_1080P-6571;Sports;1080;115;3.652;3.479;3.719;3.635;0.448;0.529;0.444;0.501
Sports_1080P-6710;Sports;1080;141;4.335;4.317;4.417;4.303;0.428;0.474;0.444;0.583
Sports_1080P-679d;Sports;1080;114;4.366;4.458;4.167;4.281;0.448;0.42;0.577;0.399
Sports_1080P-7203;Sports;1080;123;3.91;3.916;3.862;4.053;0.468;0.55;0.61;0.623
Sports_1080P-7584;Sports;1080;128;3.755;3.608;3.505;3.583;0.472;0.449;0.477;0.458
Sports_1080P-76a2;Sports;1080;123;4.054;4.038;3.952;3.925;0.44;0.597;0.552;0.538
Sports_1080P-7dba;Sports;1080;119;3.718;3.762;3.844;4.046;0.508;0.55;0.555;0.63
Sports_2160P-0455;Sports;2160;126;4.287;4.394;4.253;4.198;0.56;0.603;0.723;0.678
Sports_2160P-086d;Sports;2160;132;4.376;4.373;4.563;4.579;0.561;0.595;0.41;0.439
Sports_2160P-1261;Sports;2160;132;4.114;4.338;4.232;3.961;0.63;0.556;0.6;0.566
Sports_2160P-1733;Sports;2160;136;4.373;4.141;4.583;4.569;0.582;0.702;0.461;0.475
Sports_2160P-1b70;Sports;2160;133;4.508;4.491;4.393;4.468;0.491;0.552;0.6;0.552
Sports_2160P-1ddc;Sports;2160;122;3.466;3.549;3.417;3.41;0.546;0.564;0.514;0.736
Sports_2160P-210c;Sports;2160;130;4.462;4.438;4.295;4.384;0.567;0.615;0.707;0.589
Sports_2160P-2568;Sports;2160;124;4.401;4.493;4.421;4.289;0.496;0.452;0.505;0.599
Sports_2160P-2626;Sports;2160;139;4.388;4.479;4.321;4.273;0.498;0.56;0.603;0.61
Sports_2160P-279f;Sports;2160;120;4.526;4.599;4.585;4.556;0.414;0.458;0.536;0.609
Sports_2160P-2a83;Sports;2160;127;4.002;4.095;4.128;4.117;0.775;0.614;0.592;0.637
Sports_2160P-2e1d;Sports;2160;136;4.457;4.63;4.608;4.462;0.579;0.518;0.4;0.526
Sports_2160P-2eda;Sports;2160;133;4.307;4.331;4.331;4.402;0.594;0.62;0.663;0.599
Sports_2160P-300d;Sports;2160;110;3.67;3.631;3.551;3.534;0.546;0.532;0.675;0.517
Sports_2160P-324e;Sports;2160;140;4.317;4.283;4.255;4.262;0.577;0.605;0.661;0.626
Sports_2160P-349c;Sports;2160;131;4.302;4.364;4.47;4.366;0.609;0.605;0.609;0.64
Sports_2160P-3794;Sports;2160;106;3.158;3.093;3.153;2.799;0.679;0.618;0.551;0.639
Sports_2160P-391a;Sports;2160;132;4.281;4.37;4.482;4.456;0.658;0.632;0.594;0.565
Sports_2160P-3a9a;Sports;2160;105;3.633;3.572;3.579;4.122;0.842;0.919;0.884;0.66
Sports_2160P-3d85;Sports;2160;124;4.517;4.378;4.388;4.463;0.569;0.614;0.614;0.599
Sports_2160P-4024;Sports;2160;127;4.054;3.933;3.783;3.655;0.673;0.593;0.593;0.647
Sports_2160P-4201;Sports;2160;129;4.012;4.138;3.699;3.968;0.728;0.66;0.831;0.619
Sports_2160P-49f1;Sports;2160;134;4.287;4.259;4.4;4.384;0.612;0.716;0.61;0.614
Sports_2160P-4aae;Sports;2160;124;4.323;4.467;4.437;4.495;0.526;0.463;0.447;0.468
Sports_2160P-4e9f;Sports;2160;136;4.405;4.456;4.437;4.434;0.617;0.501;0.519;0.456
Sports_2160P-5ef3;Sports;2160;119;4.209;4.272;4.301;4.066;0.696;0.668;0.634;0.83
Sports_2160P-69b9;Sports;2160;122;4.564;4.51;4.576;4.554;0.471;0.525;0.478;0.488
Sports_2160P-6b28;Sports;2160;137;4.391;4.324;4.392;4.182;0.434;0.482;0.485;0.592
Sports_2160P-7165;Sports;2160;112;4.351;4.315;4.366;4.607;0.561;0.641;0.616;0.437
Sports_2160P-7a11;Sports;2160;132;4.373;4.476;4.418;4.478;0.605;0.632;0.539;0.622
Sports_2160P-7af7;Sports;2160;115;3.95;4.024;3.992;3.896;0.472;0.513;0.7;0.462
Sports_2160P-7af8;Sports;2160;128;3.563;3.377;2.969;3.079;0.801;0.797;0.935;0.955
Sports_2160P-7bbe;Sports;2160;130;4.343;4.37;4.46;4.436;0.573;0.603;0.539;0.593
Sports_360P-02c3;Sports;360;120;3.396;3.389;3.296;3.348;0.502;0.447;0.464;0.469
Sports_360P-0c66;Sports;360;124;3.097;2.795;2.934;2.922;0.629;0.505;0.641;0.621
Sports_360P-0dda;Sports;360;126;2.868;2.552;2.588;2.555;0.664;0.49;0.502;0.49
Sports_360P-11b7;Sports;360;117;2.401;2.334;2.517;2.639;0.622;0.656;0.572;0.716
Sports_360P-12ee;Sports;360;124;3.869;3.883;3.943;4.182;0.502;0.503;0.473;0.375
Sports_360P-1803;Sports;360;119;3.593;3.246;3.473;3.721;0.485;0.603;0.432;0.419
Sports_360P-1a23;Sports;360;117;3.844;3.801;3.598;3.865;0.464;0.558;0.529;0.546
Sports_360P-1d5c;Sports;360;130;3.781;3.814;3.757;3.211;0.442;0.447;0.5;0.556
Sports_360P-2725;Sports;360;114;2.862;2.816;2.814;2.897;0.611;0.466;0.561;0.566
Sports_360P-27b0;Sports;360;123;2.82;2.612;2.536;2.831;0.628;0.541;0.47;0.582
Sports_360P-2ace;Sports;360;140;3.444;3.164;3.238;3.252;0.494;0.466;0.501;0.457
Sports_360P-2e48;Sports;360;108;2.744;2.555;2.53;2.609;0.698;0.42;0.501;0.436
Sports_360P-301d;Sports;360;118;3.667;3.849;3.778;3.029;0.508;0.472;0.434;0.631
Sports_360P-32d3;Sports;360;132;3.012;2.842;2.807;2.447;0.623;0.648;0.628;0.55
Sports_360P-35e1;Sports;360;123;3.887;3.899;3.41;3.306;0.475;0.538;0.494;0.621
Sports_360P-3960;Sports;360;118;2.787;2.847;2.645;2.501;0.525;0.552;0.455;0.436
Sports_360P-3e68;Sports;360;107;2.508;2.429;2.339;2.497;0.704;0.61;0.517;0.497
Sports_360P-4545;Sports;360;117;2.432;2.257;2.197;2.201;0.746;0.621;0.527;0.593
Sports_360P-46c6;Sports;360;114;3.378;3.364;3.315;3.597;0.547;0.464;0.569;0.51
Sports_360P-4802;Sports;360;131;2.582;2.549;2.388;2.632;0.647;0.51;0.552;0.631
Sports_360P-4ad7;Sports;360;130;2.327;2.005;2.261;2.163;0.537;0.666;0.595;0.576
Sports_360P-50fd;Sports;360;118;3.011;2.657;2.677;2.643;0.642;0.515;0.561;0.596
Sports_360P-5252;Sports;360;122;2.538;2.3;2.076;2.266;0.696;0.557;0.636;0.453
Sports_360P-5ded;Sports;360;134;3.784;3.793;3.708;3.845;0.491;0.57;0.508;0.534
Sports_360P-61f6;Sports;360;126;3.393;3.641;3.635;3.261;0.511;0.564;0.504;0.683
Sports_360P-65f3;Sports;360;145;2.826;2.583;2.565;2.421;0.663;0.492;0.575;0.518
Sports_360P-6b4f;Sports;360;120;2.981;2.958;2.763;2.922;0.618;0.561;0.512;0.585
Sports_360P-6c6f;Sports;360;110;2.556;2.378;2.602;2.474;0.698;0.627;0.712;0.642
Sports_360P-6cfd;Sports;360;116;2.999;3.003;2.888;2.838;0.656;0.678;0.713;0.666
Sports_360P-6f62;Sports;360;118;3.594;3.486;3.487;3.669;0.458;0.481;0.458;0.507
Sports_360P-7f50;Sports;360;145;1.963;1.805;1.874;2.004;0.643;0.603;0.576;0.633
Sports_480P-0623;Sports;480;128;3.106;3.069;2.864;2.878;0.682;0.687;0.64;0.664
Sports_480P-0827;Sports;480;108;2.914;2.777;2.749;2.637;0.663;0.623;0.534;0.526
Sports_480P-0af9;Sports;480;133;3.765;3.693;3.675;3.639;0.504;0.502;0.525;0.514
Sports_480P-0bb9;Sports;480;114;3.419;3.135;3.483;3.668;0.532;0.648;0.628;0.484
Sports_480P-0efe;Sports;480;131;3.673;3.604;3.678;3.635;0.47;0.478;0.489;0.5
Sports_480P-1019;Sports;480;117;3.316;3.125;3.245;3.193;0.627;0.546;0.6;0.649
Sports_480P-1056;Sports;480;114;3.149;2.997;3.073;2.887;0.659;0.632;0.662;0.619
Sports_480P-11ec;Sports;480;121;1.612;1.485;1.424;1.458;0.607;0.512;0.44;0.512
Sports_480P-1396;Sports;480;133;3.459;3.311;3.414;3.093;0.551;0.553;0.477;0.617
Sports_480P-19e4;Sports;480;112;3.835;3.691;3.732;3.918;0.457;0.572;0.478;0.523
Sports_480P-1d1b;Sports;480;121;2.177;2.371;2.283;2.329;0.729;0.564;0.624;0.631
Sports_480P-1fe9;Sports;480;142;1.706;1.593;1.625;1.884;0.612;0.473;0.522;0.665
Sports_480P-2053;Sports;480;117;3.149;2.787;2.898;3.469;0.635;0.651;0.659;0.465
Sports_480P-211f;Sports;480;131;2.715;2.689;2.435;2.501;0.68;0.676;0.631;0.497
Sports_480P-2dfe;Sports;480;105;2.401;2.178;2.159;2.212;0.559;0.45;0.491;0.468
Sports_480P-3195;Sports;480;121;3.537;3.094;3.235;3.442;0.541;0.676;0.575;0.527
Sports_480P-3404;Sports;480;117;3.533;3.144;3.262;3.341;0.484;0.515;0.465;0.476
Sports_480P-35ea;Sports;480;105;3.668;3.415;3.459;3.459;0.439;0.609;0.531;0.533
